g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s,g
0,0,0.007246377,0.029490617,0.133333333,0.003571429,0.028037383,0.006072874,0.007692308,0,0,0,0.098247831,0.273922535,0.163230559,0.002572824,0.054823856,0.3201804,0.087021994,0,3.422098806,1.361727836
0,0,0.014492754,0.032171582,0.133333333,0.017857143,0,0.002024291,0.015384615,0,0,0,0.111871479,0.429979943,0.211827676,0.134872087,0,0.013882592,0.097566224,0,3.415397413,1.414973348
0.023255814,0,0.014492754,0.010723861,0,0,0.009345794,0.01417004,0.038461538,0,0.010815819,0,0.094724917,0.110901207,0,0,0.01897512,0.632541215,0.132041723,0,3.554324375,1.342422681
0,0,0.032608696,0.029490617,0.066666667,0.042857143,0,0.002024291,0.015384615,0,0,0,0.247863416,0.158219788,0.0873639,0.412012914,0,0.073389423,0.02115056,0,3.82080616,1.556302501
0,0,0.007246377,0.013404826,0,0.010714286,0,0.006072874,0.030769231,0,0,0,0.120009084,0.132251538,0,0.165159585,0,0.227280235,0.355299558,0,2.685186203,1.230448921
0,0,0.039855072,0.032171582,0.066666667,0.039285714,0.056074766,0.016194332,0.046153846,0,0,0,0.151706703,0.219526129,0.096060173,0.2698807,0.041225477,0.136346605,0.085254213,0,3.635839481,1.740362689
0,0,0.010869565,0.00536193,0,0.003571429,0,0.006072874,0.015384615,0,0,0,0.375564648,0.039211976,0,0.024596173,0,0.199512807,0.361114396,0,3.325135797,1.041392685
0.023255814,0,0.010869565,0.029490617,0.066666667,0.025,0,0.010121457,0,0,0.075536906,0,0.176917835,0.188928051,0.021819376,0.216933914,0,0,0.319863917,0,3.309615265,1.447158031
0,0.019230769,0.06884058,0.034852547,0,0.035714286,0,0.020242915,0.046153846,0,0,0.000908047,0.600456135,0.150726437,0,0.081534134,0,0.079866707,0.08650854,0,4.073300347,1.770852012
0,0,0.043478261,0.045576408,0.133333333,0.007142857,0.028037383,0.002024291,0.007692308,0,0,0,0.44248819,0.450551,0.025698134,0.023806858,0.029621703,0.015391507,0.012442608,0,3.683239815,1.579783597
0,0.019230769,0.025362319,0.008042895,0,0.007142857,0,0.01417004,0.053846154,0,0,0.004504361,0.234671924,0.053994044,0,0.064915795,0,0.360502581,0.281411296,0,3.275785709,1.431363764
0,0.019230769,0.061594203,0.034852547,0,0.025,0,0.004048583,0,0,0,0.001240823,0.622546766,0.078187632,0,0.288667847,0,0,0.009356932,0,4.2487129,1.602059991
0,0,0.032608696,0,0,0.007142857,0,0.008097166,0.015384615,0,0,0,0.618990589,0,0,0.049926953,0,0.098537356,0.232545102,0,3.070894522,1.230448921
0,0,0.043478261,0.048257373,0.133333333,0.025,0.018691589,0.006072874,0,0,0,0,0.190991085,0.505419983,0.056829761,0.224163129,0.009102854,0,0.013493186,0,3.711995242,1.643452676
0,0,0.010869565,0.002680965,0,0.003571429,0,0.036437247,0.053846154,0,0,0,0.235020432,0.019989001,0,0.057989915,0,0.160835575,0.526165077,0,3.634413784,1.477121255
0.023255814,0,0.050724638,0.032171582,0.066666667,0.092857143,0,0.022267206,0.084615385,0,0.009331864,0,0.348175975,0.066978383,0.039532467,0.398284087,0,0.094804304,0.04289292,0,4.154209664,1.880813592
0.023255814,0,0.010869565,0.045576408,0.066666667,0.007142857,0.009345794,0.01417004,0,0,0.052796908,0,0.069828061,0.261168704,0.149853563,0.03360407,0.006392078,0,0.426356615,0,3.478788636,1.505149978
